Bird ID,Date,Fate,Site,,From Nov1-Feb29
211608,11/23/2021,Alive,TTRS,,
211608,11/29/2021,Alive,TTRS,,
211608,12/1/2021,Alive,TTRS,,
211608,12/2/2021,Alive,TTRS,,
211608,12/6/2021,Alive,TTRS,,
211608,12/7/2021,Alive,TTRS,,
211608,12/14/2021,Alive,TTRS,,
211608,12/16/2021,Alive,TTRS,,
211608,12/20/2021,Alive,TTRS,,
211608,1/10/2022,Alive,TTRS,,
211608,1/12/2022,Alive,TTRS,,
211608,1/27/2022,Alive,TTRS,,
211608,2/1/2022,Alive,TTRS,,
211608,2/3/2022,Alive,TTRS,,
211608,2/7/2022,Alive,TTRS,,
211608,2/8/2022,Alive,TTRS,,
211608,2/14/2022,Alive,TTRS,,
211608,2/16/2022,Alive,TTRS,,
211608,2/17/2022,Alive,TTRS,,
211608,2/19/2022,Alive,TTRS,,
211608,2/21/2022,Alive,TTRS,,
211608,2/24/2022,Alive,TTRS,,
211608,2/25/2022,Alive,TTRS,,
211609,11/23/2021,Alive,TTRS,,
211609,11/29/2021,Alive,TTRS,,
211609,12/1/2021,Alive,TTRS,,
211609,12/2/2021,Alive,TTRS,,
211609,12/6/2021,Alive,TTRS,,
211609,12/7/2021,Alive,TTRS,,
211609,12/14/2021,Alive,TTRS,,
211609,12/16/2021,Alive,TTRS,,
211609,12/20/2021,Alive,TTRS,,
211609,1/10/2022,Alive,TTRS,,
211609,1/12/2022,Alive,TTRS,,
211609,1/16/2022,Alive,TTRS,,
211609,1/27/2022,Alive,TTRS,,
211609,2/1/2022,Alive,TTRS,,
211609,2/3/2022,Alive,TTRS,,
211609,2/7/2022,Alive,TTRS,,
211609,2/8/2022,Alive,TTRS,,
211609,2/14/2022,Alive,TTRS,,
211609,2/14/2022,Alive,TTRS,,
211609,2/16/2022,Alive,TTRS,,
211609,2/17/2022,Alive,TTRS,,
211609,2/19/2022,Alive,TTRS,,
211609,2/21/2022,Alive,TTRS,,
211609,2/24/2022,Alive,TTRS,,
211609,2/25/2022,Alive,TTRS,,
211610,11/23/2021,Alive,TTRS,,
211610,11/29/2021,Alive,TTRS,,
211610,12/1/2021,Alive,TTRS,,
211610,12/2/2021,Alive,TTRS,,
211610,12/6/2021,Alive,TTRS,,
211610,12/7/2021,Alive,TTRS,,
211610,12/14/2021,Alive,TTRS,,
211610,12/16/2021,Alive,TTRS,,
211610,12/20/2021,Alive,TTRS,,
211610,1/10/2022,Alive,TTRS,,
211610,1/12/2022,Alive,TTRS,,
211610,1/27/2022,Alive,TTRS,,
211610,2/1/2022,Alive,TTRS,,
211610,2/3/2022,Alive,TTRS,,
211610,2/7/2022,Alive,TTRS,,
211610,2/8/2022,Alive,TTRS,,
211610,2/14/2022,Alive,TTRS,,
211610,2/14/2022,Alive,TTRS,,
211610,2/16/2022,Alive,TTRS,,
211610,2/17/2022,Alive,TTRS,,
211610,2/19/2022,Alive,TTRS,,
211610,2/21/2022,Alive,TTRS,,
211610,2/24/2022,Alive,TTRS,,
211610,2/25/2022,Alive,TTRS,,
211614,11/23/2021,Alive,TTRS,,
211614,11/29/2021,Alive,TTRS,,
211614,12/1/2021,Alive,TTRS,,
211614,12/2/2021,Alive,TTRS,,
211614,12/6/2021,Alive,TTRS,,
211614,12/7/2021,Alive,TTRS,,
211614,12/14/2021,Alive,TTRS,,
211614,12/16/2021,Alive,TTRS,,
211614,12/20/2021,Alive,TTRS,,
211614,1/10/2022,Alive,TTRS,,
211614,1/12/2022,Alive,TTRS,,
211614,1/27/2022,Alive,TTRS,,
211614,2/1/2022,Alive,TTRS,,
211614,2/3/2022,Alive,TTRS,,
211614,2/7/2022,Alive,TTRS,,
211614,2/8/2022,Alive,TTRS,,
211614,2/14/2022,Alive,TTRS,,
211614,2/14/2022,Alive,TTRS,,
211614,2/16/2022,Alive,TTRS,,
211614,2/17/2022,Alive,TTRS,,
211614,2/19/2022,Alive,TTRS,,
211614,2/21/2022,Alive,TTRS,,
211614,2/24/2022,Alive,TTRS,,
211614,2/25/2022,Alive,TTRS,,
211627,11/23/2021,Alive,TTRS,,
211627,11/29/2021,Alive,TTRS,,
211627,12/1/2021,Alive,TTRS,,
211627,12/2/2021,Alive,TTRS,,
211627,12/6/2021,Alive,TTRS,,
211627,12/7/2021,Alive,TTRS,,
211627,12/14/2021,Alive,TTRS,,
211627,12/16/2021,Alive,TTRS,,
211627,12/20/2021,Alive,TTRS,,
211627,1/10/2022,Alive,TTRS,,
211627,1/12/2022,Alive,TTRS,,
211627,1/28/2022,Alive,TTRS,,
211627,2/1/2022,Alive,TTRS,,
211627,2/3/2022,Alive,TTRS,,
211627,2/7/2022,Alive,TTRS,,
211627,2/8/2022,Alive,TTRS,,
211627,2/11/2022,Alive,TTRS,,
211627,2/14/2022,Alive,TTRS,,
211627,2/14/2022,Alive,TTRS,,
211627,2/21/2022,Alive,TTRS,,
211627,2/24/2022,Alive,TTRS,,
211627,2/25/2022,Alive,TTRS,,
211628,11/23/2021,Alive,TTRS,,
211628,11/29/2021,Alive,TTRS,,
211628,12/1/2021,Alive,TTRS,,
211628,12/2/2021,Alive,TTRS,,
211628,12/6/2021,Alive,TTRS,,
211628,12/7/2021,Alive,TTRS,,
211628,12/14/2021,Alive,TTRS,,
211628,12/16/2021,Alive,TTRS,,
211628,12/20/2021,Alive,TTRS,,
211628,1/10/2022,Alive,TTRS,,
211628,1/12/2022,Alive,TTRS,,
211628,1/28/2022,Alive,TTRS,,
211628,2/1/2022,Alive,TTRS,,
211628,2/3/2022,Alive,TTRS,,
211628,2/7/2022,Alive,TTRS,,
211628,2/8/2022,Alive,TTRS,,
211628,2/11/2022,Alive,TTRS,,
211628,2/14/2022,Alive,TTRS,,
211628,2/14/2022,Alive,TTRS,,
211628,2/21/2022,Alive,TTRS,,
211628,2/24/2022,Alive,TTRS,,
211628,2/25/2022,Alive,TTRS,,
211629,11/23/2021,Alive,TTRS,,
211629,11/29/2021,Alive,TTRS,,
211629,12/1/2021,Alive,TTRS,,
211629,12/2/2021,Alive,TTRS,,
211629,12/6/2021,Alive,TTRS,,
211629,12/7/2021,Alive,TTRS,,
211629,12/14/2021,Alive,TTRS,,
211629,12/16/2021,Alive,TTRS,,
211629,12/20/2021,Alive,TTRS,,
211629,1/10/2022,Alive,TTRS,,
211629,1/12/2022,Alive,TTRS,,
211629,1/28/2022,Alive,TTRS,,
211629,2/1/2022,Alive,TTRS,,
211629,2/3/2022,Alive,TTRS,,
211629,2/7/2022,Alive,TTRS,,
211629,2/8/2022,Alive,TTRS,,
211629,2/11/2022,Alive,TTRS,,
211629,2/14/2022,Alive,TTRS,,
211629,2/14/2022,Alive,TTRS,,
211629,2/21/2022,Alive,TTRS,,
211629,2/24/2022,Alive,TTRS,,
211629,2/25/2022,Alive,TTRS,,
211629,11/1/2022,Alive,TTRS,,
211629,11/9/2022,Alive,TTRS,,
211629,11/9/2022,Alive,TTRS,,
211629,11/16/2022,Alive,TTRS,,
211629,11/21/2022,Alive,TTRS,,
211629,12/1/2022,Alive,TTRS,,
211629,12/6/2022,Alive,TTRS,,
211629,12/8/2022,Alive,TTRS,,
211629,1/23/2023,Alive,TTRS,,
211629,1/30/2023,Alive,TTRS,,
211629,2/1/2023,Alive,TTRS,,
211629,2/2/2023,Alive,TTRS,,
211629,2/7/2023,Alive,TTRS,,
211629,2/9/2023,Alive,TTRS,,
211629,2/13/2023,Alive,TTRS,,
211629,2/15/2023,Alive,TTRS,,
211629,2/20/2023,Alive,TTRS,,
211629,2/24/2023,Alive,TTRS,,
211629,2/25/2023,Alive,TTRS,,
211629,2/27/2023,Alive,TTRS,,
211631,11/23/2021,Alive,TTRS,,
211631,11/29/2021,Alive,TTRS,,
211631,12/1/2021,Alive,TTRS,,
211631,12/2/2021,Alive,TTRS,,
211631,12/6/2021,Alive,TTRS,,
211631,12/7/2021,Alive,TTRS,,
211631,12/14/2021,Alive,TTRS,,
211631,12/16/2021,Alive,TTRS,,
211631,12/20/2021,Alive,TTRS,,
211631,1/10/2022,Alive,TTRS,,
211631,1/12/2022,Alive,TTRS,,
211631,1/28/2022,Alive,TTRS,,
211631,2/1/2022,Alive,TTRS,,
211631,2/3/2022,Alive,TTRS,,
211631,2/7/2022,Alive,TTRS,,
211631,2/8/2022,Alive,TTRS,,
211631,2/11/2022,Alive,TTRS,,
211631,2/14/2022,Alive,TTRS,,
211631,2/14/2022,Alive,TTRS,,
211631,2/21/2022,Alive,TTRS,,
211631,2/24/2022,Alive,TTRS,,
211631,2/25/2022,Alive,TTRS,,
212002,2/15/2022,Alive,TTRS,,
212002,2/17/2022,Alive,TTRS,,
212007,1/14/2022,Alive,TTRS,,
212007,1/22/2022,Alive,TTRS,,
212007,1/24/2022,Alive,TTRS,,
212007,1/28/2022,Alive,TTRS,,
212007,2/1/2022,Alive,TTRS,,
212007,2/3/2022,Alive,TTRS,,
212007,2/7/2022,Alive,TTRS,,
212007,2/8/2022,Alive,TTRS,,
212007,2/9/2022,Alive,TTRS,,
212007,2/11/2022,Alive,TTRS,,
212007,2/13/2022,Alive,TTRS,,
212007,2/15/2022,Alive,TTRS,,
212007,2/17/2022,Alive,TTRS,,
212007,2/19/2022,Alive,TTRS,,
212007,2/21/2022,Alive,TTRS,,
212007,2/24/2022,Alive,TTRS,,
212019,11/23/2021,Alive,TTRS,,
212019,11/29/2021,Alive,TTRS,,
212019,12/1/2021,Alive,TTRS,,
212019,12/2/2021,Alive,TTRS,,
212019,12/6/2021,Alive,TTRS,,
212019,12/7/2021,Alive,TTRS,,
212019,12/14/2021,Alive,TTRS,,
212019,12/16/2021,Alive,TTRS,,
212019,12/20/2021,Alive,TTRS,,
212019,12/29/2021,Alive,TTRS,,
212019,1/5/2022,Alive,TTRS,,
212019,1/6/2022,Alive,TTRS,,
212019,1/10/2022,Alive,TTRS,,
212019,1/12/2022,Alive,TTRS,,
212019,1/14/2022,Alive,TTRS,,
212019,1/22/2022,Alive,TTRS,,
212019,1/24/2022,Alive,TTRS,,
212019,1/25/2022,Alive,TTRS,,
212019,1/27/2022,Alive,TTRS,,
212019,2/1/2022,Alive,TTRS,,
212019,2/3/2022,Alive,TTRS,,
212019,2/7/2022,Alive,TTRS,,
212019,2/8/2022,Alive,TTRS,,
212019,2/9/2022,Alive,TTRS,,
212019,2/11/2022,Alive,TTRS,,
212019,2/13/2022,Alive,TTRS,,
212019,2/15/2022,Alive,TTRS,,
212019,2/17/2022,Alive,TTRS,,
212019,2/18/2022,Harvest,TTRS,,
212061,1/16/2022,Alive,TTRS,,
212061,1/20/2022,Alive,TTRS,,
212061,1/27/2022,Alive,TTRS,,
212061,2/1/2022,Alive,TTRS,,
212061,2/3/2022,Alive,TTRS,,
212061,2/7/2022,Alive,TTRS,,
212061,2/8/2022,Alive,TTRS,,
212061,2/9/2022,Alive,TTRS,,
212061,2/11/2022,Alive,TTRS,,
212061,2/13/2022,Alive,TTRS,,
212061,2/15/2022,Alive,TTRS,,
212061,2/17/2022,Alive,TTRS,,
212061,2/21/2022,Alive,TTRS,,
212061,2/24/2022,Alive,TTRS,,
212061,2/27/2022,Alive,TTRS,,
212063,11/23/2021,Alive,TTRS,,
212063,11/29/2021,Alive,TTRS,,
212063,12/1/2021,Alive,TTRS,,
212063,12/2/2021,Alive,TTRS,,
212063,12/6/2021,Alive,TTRS,,
212063,12/7/2021,Alive,TTRS,,
212063,12/14/2021,Alive,TTRS,,
212063,12/16/2021,Alive,TTRS,,
212063,12/20/2021,Alive,TTRS,,
212063,12/29/2021,Alive,TTRS,,
212063,1/5/2022,Alive,TTRS,,
212063,1/6/2022,Alive,TTRS,,
212063,1/10/2022,Alive,TTRS,,
212063,1/12/2022,Alive,TTRS,,
212063,1/16/2022,Alive,TTRS,,
212063,1/27/2022,Alive,TTRS,,
212063,2/1/2022,Alive,TTRS,,
212063,2/3/2022,Alive,TTRS,,
212063,2/7/2022,Alive,TTRS,,
212063,2/8/2022,Alive,TTRS,,
212063,2/9/2022,Alive,TTRS,,
212063,2/11/2022,Alive,TTRS,,
212063,2/13/2022,Alive,TTRS,,
212063,2/15/2022,Alive,TTRS,,
212063,2/17/2022,Alive,TTRS,,
212063,2/21/2022,Alive,TTRS,,
212063,2/24/2022,Alive,TTRS,,
212063,2/27/2022,Alive,TTRS,,
212119,1/21/2022,Alive,TTRS,,
212119,1/28/2022,Alive,TTRS,,
212119,2/1/2022,Alive,TTRS,,
212119,2/3/2022,Alive,TTRS,,
212119,2/7/2022,Alive,TTRS,,
212119,2/8/2022,Alive,TTRS,,
212119,2/11/2022,Alive,TTRS,,
212119,2/14/2022,Alive,TTRS,,
212119,2/14/2022,Alive,TTRS,,
212119,2/16/2022,Alive,TTRS,,
212119,2/17/2022,Alive,TTRS,,
212119,2/19/2022,Alive,TTRS,,
212119,2/21/2022,Alive,TTRS,,
212119,2/24/2022,Alive,TTRS,,
212145,1/16/2022,Alive,TTRS,,
212145,1/19/2022,Alive,TTRS,,
212145,1/20/2022,Alive,TTRS,,
212145,1/27/2022,Alive,TTRS,,
212145,2/2/2022,Alive,TTRS,,
212145,2/3/2022,Alive,TTRS,,
212145,2/7/2022,Alive,TTRS,,
212145,2/7/2022,Alive,TTRS,,
212145,2/8/2022,Alive,TTRS,,
212145,2/10/2022,Alive,TTRS,,
212145,2/15/2022,Alive,TTRS,,
212145,2/17/2022,Alive,TTRS,,
212145,2/18/2022,Alive,TTRS,,
212145,2/19/2022,Alive,TTRS,,
212145,2/19/2022,Alive,TTRS,,
212145,2/20/2022,Alive,TTRS,,
212145,2/22/2022,Alive,TTRS,,
212145,2/24/2022,Alive,TTRS,,
212145,2/27/2022,Alive,TTRS,,
212149,1/14/2022,Alive,TTRS,,
212149,1/19/2022,Alive,TTRS,,
212149,1/20/2022,Alive,TTRS,,
212149,1/27/2022,Alive,TTRS,,
212149,2/2/2022,Alive,TTRS,,
212149,2/3/2022,Alive,TTRS,,
212149,2/7/2022,Alive,TTRS,,
212149,2/7/2022,Alive,TTRS,,
212149,2/8/2022,Alive,TTRS,,
212149,2/10/2022,Alive,TTRS,,
212149,2/15/2022,Alive,TTRS,,
212149,2/18/2022,Alive,TTRS,,
212149,2/19/2022,Alive,TTRS,,
212149,2/20/2022,Alive,TTRS,,
212149,2/22/2022,Alive,TTRS,,
212149,2/24/2022,Alive,TTRS,,
212149,2/27/2022,Alive,TTRS,,
212157,11/23/2021,Alive,TTRS,,
212157,11/29/2021,Alive,TTRS,,
212157,12/1/2021,Alive,TTRS,,
212157,12/2/2021,Alive,TTRS,,
212157,12/6/2021,Alive,TTRS,,
212157,12/7/2021,Alive,TTRS,,
212157,12/14/2021,Alive,TTRS,,
212157,12/16/2021,Alive,TTRS,,
212157,12/20/2021,Alive,TTRS,,
212157,12/29/2021,Alive,TTRS,,
212157,1/5/2022,Alive,TTRS,,
212157,1/6/2022,Alive,TTRS,,
212157,1/10/2022,Alive,TTRS,,
212157,1/12/2022,Alive,TTRS,,
212157,1/26/2022,Alive,TTRS,,
212157,2/1/2022,Alive,TTRS,,
212157,2/3/2022,Alive,TTRS,,
212157,2/7/2022,Alive,TTRS,,
212157,2/8/2022,Alive,TTRS,,
212157,2/9/2022,Alive,TTRS,,
212157,2/11/2022,Alive,TTRS,,
212157,2/13/2022,Alive,TTRS,,
212157,2/15/2022,Alive,TTRS,,
212157,2/17/2022,Alive,TTRS,,
212157,2/19/2022,Alive,TTRS,,
212157,2/21/2022,Alive,TTRS,,
212157,2/24/2022,Alive,TTRS,,
212157,2/27/2022,Alive,TTRS,,
212164,1/16/2022,Alive,TTRS,,
212164,1/20/2022,Alive,TTRS,,
212164,1/21/2022,Alive,TTRS,,
212164,1/26/2022,Alive,TTRS,,
212164,1/31/2022,Alive,TTRS,,
212164,2/3/2022,Alive,TTRS,,
212164,2/7/2022,Alive,TTRS,,
212164,2/9/2022,Alive,TTRS,,
212164,2/10/2022,Alive,TTRS,,
212164,2/11/2022,Alive,TTRS,,
212164,2/16/2022,Alive,TTRS,,
212164,2/17/2022,Alive,TTRS,,
212164,2/18/2022,Alive,TTRS,,
212164,2/18/2022,Alive,TTRS,,
212164,2/19/2022,Alive,TTRS,,
212164,2/21/2022,Alive,TTRS,,
212164,2/24/2022,Alive,TTRS,,
212190,11/23/2021,Alive,TTRS,,
212190,11/29/2021,Alive,TTRS,,
212190,12/1/2021,Alive,TTRS,,
212190,12/2/2021,Alive,TTRS,,
212190,12/6/2021,Alive,TTRS,,
212190,12/7/2021,Alive,TTRS,,
212190,12/14/2021,Alive,TTRS,,
212190,12/16/2021,Alive,TTRS,,
212190,12/20/2021,Alive,TTRS,,
212190,12/29/2021,Alive,TTRS,,
212190,1/5/2022,Alive,TTRS,,
212190,1/6/2022,Alive,TTRS,,
212190,1/10/2022,Alive,TTRS,,
212190,1/12/2022,Alive,TTRS,,
212190,1/14/2022,Alive,TTRS,,
212190,1/16/2022,Alive,TTRS,,
212190,1/18/2022,Alive,TTRS,,
212190,1/20/2022,Alive,TTRS,,
212190,1/20/2022,Alive,TTRS,,
212190,1/26/2022,Alive,TTRS,,
212190,1/31/2022,Alive,TTRS,,
212190,2/2/2022,Alive,TTRS,,
212190,2/3/2022,Alive,TTRS,,
212190,2/7/2022,Alive,TTRS,,
212190,2/9/2022,Alive,TTRS,,
212190,2/10/2022,Alive,TTRS,,
212190,2/11/2022,Alive,TTRS,,
212190,2/13/2022,Alive,TTRS,,
212190,2/15/2022,Alive,TTRS,,
212190,2/17/2022,Alive,TTRS,,
212190,2/18/2022,Alive,TTRS,,
212190,2/19/2022,Alive,TTRS,,
212190,2/21/2022,Alive,TTRS,,
212190,2/24/2022,Alive,TTRS,,
212191,11/23/2021,Alive,TTRS,,
212191,11/29/2021,Alive,TTRS,,
212191,12/1/2021,Alive,TTRS,,
212191,12/2/2021,Alive,TTRS,,
212191,12/6/2021,Alive,TTRS,,
212191,12/7/2021,Alive,TTRS,,
212191,12/14/2021,Alive,TTRS,,
212191,12/16/2021,Alive,TTRS,,
212191,12/20/2021,Alive,TTRS,,
212191,12/29/2021,Alive,TTRS,,
212191,1/5/2022,Alive,TTRS,,
212191,1/6/2022,Alive,TTRS,,
212191,1/10/2022,Alive,TTRS,,
212191,1/12/2022,Alive,TTRS,,
212191,1/14/2022,Alive,TTRS,,
212191,1/20/2022,Alive,TTRS,,
212191,1/26/2022,Alive,TTRS,,
212191,1/31/2022,Alive,TTRS,,
212191,2/2/2022,Alive,TTRS,,
212191,2/3/2022,Alive,TTRS,,
212191,2/7/2022,Alive,TTRS,,
212191,2/9/2022,Alive,TTRS,,
212191,2/10/2022,Alive,TTRS,,
212191,2/11/2022,Alive,TTRS,,
212191,2/13/2022,Alive,TTRS,,
212191,2/15/2022,Alive,TTRS,,
212191,2/17/2022,Alive,TTRS,,
212191,2/18/2022,Alive,TTRS,,
212191,2/19/2022,Alive,TTRS,,
212191,2/21/2022,Alive,TTRS,,
212191,2/24/2022,Alive,TTRS,,
212191,2/27/2022,Alive,TTRS,,
212192,11/23/2021,Alive,TTRS,,
212192,11/29/2021,Alive,TTRS,,
212192,12/1/2021,Alive,TTRS,,
212192,12/2/2021,Alive,TTRS,,
212192,12/6/2021,Alive,TTRS,,
212192,12/7/2021,Alive,TTRS,,
212192,12/14/2021,Alive,TTRS,,
212192,12/16/2021,Alive,TTRS,,
212192,12/20/2021,Alive,TTRS,,
212192,12/29/2021,Alive,TTRS,,
212192,1/5/2022,Alive,TTRS,,
212192,1/6/2022,Alive,TTRS,,
212192,1/10/2022,Alive,TTRS,,
212192,1/12/2022,Alive,TTRS,,
212192,1/14/2022,Alive,TTRS,,
212192,1/16/2022,Alive,TTRS,,
212192,1/20/2022,Alive,TTRS,,
212192,1/26/2022,Alive,TTRS,,
212192,1/31/2022,Alive,TTRS,,
212192,2/2/2022,Alive,TTRS,,
212192,2/3/2022,Alive,TTRS,,
212192,2/7/2022,Alive,TTRS,,
212192,2/9/2022,Alive,TTRS,,
212192,2/10/2022,Alive,TTRS,,
212192,2/11/2022,Alive,TTRS,,
212192,2/13/2022,Alive,TTRS,,
212192,2/15/2022,Alive,TTRS,,
212192,2/17/2022,Alive,TTRS,,
212192,2/18/2022,Alive,TTRS,,
212192,2/19/2022,Alive,TTRS,,
212192,2/21/2022,Alive,TTRS,,
212192,2/24/2022,Alive,TTRS,,
212193,11/23/2021,Alive,TTRS,,
212193,11/29/2021,Alive,TTRS,,
212193,12/1/2021,Alive,TTRS,,
212193,12/2/2021,Alive,TTRS,,
212193,12/6/2021,Alive,TTRS,,
212193,12/7/2021,Alive,TTRS,,
212193,12/14/2021,Alive,TTRS,,
212193,12/16/2021,Alive,TTRS,,
212193,12/20/2021,Alive,TTRS,,
212193,12/29/2021,Alive,TTRS,,
212193,1/5/2022,Alive,TTRS,,
212193,1/6/2022,Alive,TTRS,,
212193,1/10/2022,Alive,TTRS,,
212193,1/12/2022,Alive,TTRS,,
212193,1/14/2022,Alive,TTRS,,
212193,1/16/2022,Alive,TTRS,,
212193,1/20/2022,Alive,TTRS,,
212193,1/26/2022,Alive,TTRS,,
212193,1/31/2022,Alive,TTRS,,
212193,2/2/2022,Alive,TTRS,,
212193,2/3/2022,Alive,TTRS,,
212193,2/7/2022,Alive,TTRS,,
212193,2/9/2022,Alive,TTRS,,
212193,2/10/2022,Alive,TTRS,,
212193,2/11/2022,Alive,TTRS,,
212193,2/13/2022,Alive,TTRS,,
212193,2/15/2022,Alive,TTRS,,
212193,2/17/2022,Alive,TTRS,,
212193,2/18/2022,Alive,TTRS,,
212193,2/19/2022,Alive,TTRS,,
212193,2/21/2022,Alive,TTRS,,
212193,2/24/2022,Alive,TTRS,,
217124,1/14/2022,Alive,TTRS,,
217124,1/17/2022,Alive,TTRS,,
217124,1/20/2022,Alive,TTRS,,
217124,1/20/2022,Alive,TTRS,,
217124,1/22/2022,Alive,TTRS,,
217124,1/27/2022,Alive,TTRS,,
217124,1/31/2022,Alive,TTRS,,
217124,2/3/2022,Alive,TTRS,,
217124,2/7/2022,Alive,TTRS,,
217124,2/9/2022,Alive,TTRS,,
217124,2/11/2022,Alive,TTRS,,
217124,2/13/2022,Alive,TTRS,,
217124,2/16/2022,Alive,TTRS,,
217124,2/17/2022,Alive,TTRS,,
217124,2/18/2022,Alive,TTRS,,
217124,2/18/2022,Alive,TTRS,,
217124,2/19/2022,Alive,TTRS,,
217124,2/21/2022,Alive,TTRS,,
217124,2/24/2022,Alive,TTRS,,
217159,11/23/2021,Alive,TTRS,,
217159,11/29/2021,Alive,TTRS,,
217159,12/1/2021,Alive,TTRS,,
217159,12/2/2021,Alive,TTRS,,
217159,12/6/2021,Alive,TTRS,,
217159,12/7/2021,Alive,TTRS,,
217159,12/14/2021,Alive,TTRS,,
217159,12/16/2021,Alive,TTRS,,
217159,12/20/2021,Alive,TTRS,,
217159,12/29/2021,Alive,TTRS,,
217159,1/5/2022,Alive,TTRS,,
217159,1/6/2022,Alive,TTRS,,
217159,1/10/2022,Alive,TTRS,,
217159,1/12/2022,Alive,TTRS,,
217159,1/20/2022,Alive,TTRS,,
217159,1/26/2022,Alive,TTRS,,
217159,2/2/2022,Alive,TTRS,,
217159,2/3/2022,Alive,TTRS,,
217159,2/7/2022,Alive,TTRS,,
217159,2/8/2022,Alive,TTRS,,
217159,2/9/2022,Alive,TTRS,,
217159,2/10/2022,Alive,TTRS,,
217159,2/15/2022,Dead,TTRS,,
217181,1/15/2022,Alive,TTRS,,
217181,1/23/2022,Alive,TTRS,,
217181,1/24/2022,Alive,TTRS,,
217181,1/25/2022,Alive,TTRS,,
217181,1/26/2022,Alive,TTRS,,
217181,1/31/2022,Alive,TTRS,,
217181,2/2/2022,Alive,TTRS,,
217181,2/7/2022,Alive,TTRS,,
217181,2/8/2022,Alive,TTRS,,
217181,2/10/2022,Alive,TTRS,,
217181,2/10/2022,Alive,TTRS,,
217181,2/12/2022,Alive,TTRS,,
217181,2/14/2022,Alive,TTRS,,
217181,2/18/2022,Alive,TTRS,,
217181,2/21/2022,Alive,TTRS,,
217181,2/24/2022,Alive,TTRS,,
217181,2/25/2022,Alive,TTRS,,
217181,2/25/2022,Alive,TTRS,,
217181,2/26/2022,Alive,TTRS,,
217181,2/28/2022,Alive,TTRS,,
217211,11/23/2021,Alive,TTRS,,
217211,11/29/2021,Alive,TTRS,,
217211,12/1/2021,Alive,TTRS,,
217211,12/2/2021,Alive,TTRS,,
217211,12/6/2021,Alive,TTRS,,
217211,12/7/2021,Alive,TTRS,,
217211,12/14/2021,Alive,TTRS,,
217211,12/16/2021,Alive,TTRS,,
217211,12/20/2021,Alive,TTRS,,
217211,12/29/2021,Alive,TTRS,,
217211,1/5/2022,Alive,TTRS,,
217211,1/6/2022,Alive,TTRS,,
217211,1/10/2022,Alive,TTRS,,
217211,1/12/2022,Alive,TTRS,,
217211,1/15/2022,Alive,TTRS,,
217211,1/16/2022,Alive,TTRS,,
217211,1/28/2022,Alive,TTRS,,
217211,2/2/2022,Alive,TTRS,,
217211,2/3/2022,Alive,TTRS,,
217211,2/7/2022,Alive,TTRS,,
217211,2/7/2022,Alive,TTRS,,
217211,2/8/2022,Alive,TTRS,,
217211,2/10/2022,Alive,TTRS,,
217211,2/15/2022,Alive,TTRS,,
217211,2/18/2022,Alive,TTRS,,
217211,2/19/2022,Alive,TTRS,,
217211,2/20/2022,Alive,TTRS,,
217211,2/22/2022,Alive,TTRS,,
217211,2/24/2022,Alive,TTRS,,
217211,2/27/2022,Alive,TTRS,,
217257,11/3/2021,Alive,TTRS,,
217257,11/8/2021,Alive,TTRS,,
217257,11/23/2021,Alive,TTRS,,
217257,11/29/2021,Alive,TTRS,,
217257,12/1/2021,Alive,TTRS,,
217257,12/2/2021,Alive,TTRS,,
217257,12/6/2021,Alive,TTRS,,
217257,12/7/2021,Alive,TTRS,,
217257,12/14/2021,Alive,TTRS,,
217257,12/16/2021,Alive,TTRS,,
217257,12/20/2021,Alive,TTRS,,
217257,12/29/2021,Alive,TTRS,,
217257,1/5/2022,Alive,TTRS,,
217257,1/6/2022,Alive,TTRS,,
217257,1/10/2022,Alive,TTRS,,
217257,1/26/2022,Alive,TTRS,,
217257,1/31/2022,Alive,TTRS,,
217257,2/2/2022,Alive,TTRS,,
217257,2/7/2022,Alive,TTRS,,
217257,2/8/2022,Alive,TTRS,,
217257,2/10/2022,Alive,TTRS,,
217257,2/10/2022,Alive,TTRS,,
217257,2/12/2022,Alive,TTRS,,
217257,2/14/2022,Alive,TTRS,,
217257,2/18/2022,Alive,TTRS,,
217257,2/21/2022,Alive,TTRS,,
217257,2/24/2022,Alive,TTRS,,
217257,2/25/2022,Alive,TTRS,,
217257,2/28/2022,Alive,TTRS,,
217298,11/23/2021,Alive,TTRS,,
217298,11/29/2021,Alive,TTRS,,
217298,12/1/2021,Alive,TTRS,,
217298,12/2/2021,Alive,TTRS,,
217298,12/6/2021,Alive,TTRS,,
217298,12/7/2021,Alive,TTRS,,
217298,12/14/2021,Alive,TTRS,,
217298,12/16/2021,Alive,TTRS,,
217298,12/20/2021,Alive,TTRS,,
217298,12/29/2021,Alive,TTRS,,
217298,1/5/2022,Alive,TTRS,,
217298,1/6/2022,Alive,TTRS,,
217298,1/10/2022,Alive,TTRS,,
217298,1/12/2022,Alive,TTRS,,
217298,1/16/2022,Alive,TTRS,,
217298,1/26/2022,Alive,TTRS,,
217298,1/31/2022,Alive,TTRS,,
217298,2/2/2022,Alive,TTRS,,
217298,2/7/2022,Alive,TTRS,,
217298,2/8/2022,Alive,TTRS,,
217298,2/10/2022,Alive,TTRS,,
217298,2/10/2022,Alive,TTRS,,
217298,2/12/2022,Alive,TTRS,,
217298,2/14/2022,Alive,TTRS,,
217298,2/18/2022,Alive,TTRS,,
